hw_model,launch,Code name,Fab,Transistors (million),Node,bus,clock,memory_clock,Core config_x,Fillrate MOperations/s,Fillrate MPixels/s,Fillrate MTexels/s,Fillrate MVertices/s,memory_size,memory_bandwidth,memory_bus,memory_bus_width,GFLOPS FP32,Supported API version Direct3D,Supported API version OpenGL,Clock rate Core (MHz),Clock rate Shader (MHz),Clock rate Memory (MHz),Fillrate Pixel (GP/s),Fillrate Texture (GT/s),processing power (GFLOPS)_single_precision_x,tdp,Comments,Memory configuration Size (MB),Memory configuration Bandwidth (GB/s),Memory configuration DRAM type,Memory configuration Bus width (bit),Clock rate Memory (MT/s),Release Price (USD),SM count,Supported API version Vulkan,Supported API version OpenCL,processing power (GFLOPS)_double_precision_x,Supported API version OpenCL8,Clock rate Average Boost (MHz),Clock rate Max Boost (MHz),SMX count,Clock rate Base (MHz),Clock rate Max Boost,Process_x,Transistors (billion),L2 Cache (MB)_x,Clock Speeds Base (MHz),Clock Speeds Boost (MHz),Clock Speeds Memory (MT/s),SLI support,Release price (USD) MSRP,Clock speeds Base core (MHz),Clock speeds Boost core (MHz),Clock speeds Memory (MT/s),processing power (GFLOPS)_half_precision_x,Release price (USD) Founders Edition,Clock speeds Base core clock (MHz),Clock speeds Boost core clock (MHz),processing power (GFLOPS) Tensor compute + Single precision,NVLink Support,Clock speeds Memory (GT/s),NVLink support,Release price (USD),processing power (GFLOPS) Tensor compute (FP16),Ray-tracing Performance Rays/s (Billions),Ray-tracing Performance RTX OPS/s (Trillions)_x,processing power (TFLOPS)_single_precision,processing power (TFLOPS)_double_precision,processing power (TFLOPS)_half_precision,processing power (TFLOPS) Tensor compute (FP16) (2:1 sparse),Ray-tracing Performance (TFLOPS),API support Direct3D,API support OpenGL,Supported API version OpenGL Hardware,Supported API version OpenGL Drivers (Software),Clock speed Core (MHz),Clock speed Shader (MHz),Clock speed Memory (MHz),processing power (GFLOPS),Notes,Clock speed Memory (MT/s),Supported API version CUDA,Supported API version CUDA Compute Capability,Notes (original research),Clock speed Min (MHz),Clock speed Average (MHz),Supported API version DirectX,processing power (GFLOPS)_single_precision (boost),Memory (MT/s),processing power (TFLOPS) Tensor compute (FP16)_x,Shader clock (MHz),Boost clock (MHz),Memory clock (MT),processing power (GFLOPS) Tensor compute (FP16) (sparse),Size Profile,Size Slots,Nvidia Optimustechnology,Memory Memory clock (MHz),processing power (GFLOPS) Tensor,Fillrate MTri/s,processing power (GFLOPS) Ray Tracing Performance,Deep Learning TOPS (INT8),Features Video Processing Engine (VPE),Features OpenEXR HDR,Features Scalable Link Interface (SLI),Features TurboCache,Features PureVideo WMV9 Decoding,Features Gamma-correct antialiasing,Features 64-bit OpenEXR HDR,Features Dual Link DVI,Features ScalableLinkInterface(SLI),Features 3-WaySLI,Features PureVideo HDwith VP1,"Features PureVideo 2 with VP2,BSP Engine, and AES128 Engine","Features PureVideo 3 with VP3,BSP Engine, and AES128 Engine",Features PureVideo 4 with VP4,Features Computeability,Features PureVideo 2 with VP2Engine: (BSP and 240 AES),Features PureVideo 4 with VP4 Engine,architecture,Code name(s),node,Core config_y,Bus Interface_y,L2 Cache (MB)_y,Clock speeds Basecoreclock(MHz),Clock speeds Boostcoreclock(MHz),Clock speeds Memory(MT/s),Memory Size(GB),Memory Bandwidth(GB/s),Memory Type,Memory Buswidth(bit),Fillrate Pixel(GP/s),Fillrate Texture(GT/s),processing power (GFLOPS)_single_precision_y,processing power (GFLOPS)_double_precision_y,processing power (GFLOPS)_half_precision_y,processing power (TFLOPS) Tensor compute (FP16)_y,Ray tracing Performance Rays/s(Billions),Ray-tracing Performance RTX OPS/s (Trillions)_y,Chips,Thread processors(total),shaders_cuda_cores,shaders_clock,shaders_max_clock,processing power (GFLOPS)_half_precision_tensor,cuda_compute_capability,model,codes
Quadro K6000,2013-07-23,GK110,28,0,0,PCIe 3.0 x16,901.5,1502(6008),2880:240:48(15 SMX),0,0,0,0,12288,288.0,GDDR5,384,0,11.0,4.6,0,0,0,54.1,216.0,5196.0,225,0,0,0,0,0,0,0,0,1.2,0,1732.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,"10.5"" Card",0,3.5,0,0,0,0,0,0,0.0,0,901.5,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Kepler,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,3524,1175,0,0,0,0,1× GK110,0,2496,706,758,No,3.5,0,GK110
Quadro K6000,2013-07-23,GK110,28,0,0,PCIe 3.0 x16,901.5,1502(6008),2880:240:48(15 SMX),0,0,0,0,12288,288.0,GDDR5,384,0,11.0,4.6,0,0,0,54.1,216.0,5196.0,225,0,0,0,0,0,0,0,0,1.2,0,1732.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,"10.5"" Card",0,3.5,0,0,0,0,0,0,0.0,0,901.5,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Kepler,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,3935,1312,0,0,0,0,1× GK110,0,2688,732,?,No,3.5,0,GK110
Quadro K420,2014-07-22,GK107,28,0,0,PCIe 2.0 x16,780,1800,192:16:16(1 SMX),0,0,0,0,1024 2048,29.0,DDR3,128,0,11.0,4.6,0,0,0,12.48,12.48,299.52,41,0,0,0,0,0,0,0,0,1.2,0,12.48,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0.0,0,780.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Kepler,0,0,0,PCIe 3.0 x16,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4x GK107,4x 192,0,0,0,0,0,0,GK107
Quadro K420,2014-07-22,GK107,28,0,0,PCIe 2.0 x16,780,1800,192:16:16(1 SMX),0,0,0,0,1024 2048,29.0,DDR3,128,0,11.0,4.6,0,0,0,12.48,12.48,299.52,41,0,0,0,0,0,0,0,0,1.2,0,12.48,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0.0,0,780.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Kepler,0,0,0,PCIe 3.0 x16,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4x GK107,4x 384,0,0,0,0,0,0,GK107
Quadro K620,2014-07-22,GM107-850,28,0,0,PCIe 2.0 x16,1000,900(1800),384:24:16(3 SMM),0,0,0,0,2048,28.8,DDR3,128,0,12.0,4.6,0,0,0,16.0,24.0,768.0,45,0,0,0,0,0,0,0,0,1.3,0,24.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,"6.3"" Card",0,5.0,0,0,0,0,0,0,0.0,0,1000.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quadro K1200,2015-01-28,GM107-860,28,0,0,PCIe 2.0 x16,954,1253,512:32:16(4 SMM),0,0,0,0,4096,80.2,GDDR5,128,0,12.0,4.6,0,0,0,15.3,30.5,1083.0,45,0,0,0,0,0,0,0,0,1.3,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,"7.97"" Card",0,5.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quadro K2200,2014-07-22,GM107-875-A2,28,0,0,PCIe 2.0 x16,1046,1253(5012),640:40:16(5 SMM),0,0,0,0,4096,80.2,GDDR5,128,0,12.0,4.6,0,0,0,16.7,41.8,1338.9,68,0,0,0,0,0,0,0,0,1.3,0,41.8,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,"7.97"" Card",0,5.0,0,0,0,0,0,0,0.0,0,1046.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quadro K4200,2014-07-22,GK104,28,0,0,PCIe 2.0 x16,780,1350(5400),1344:112:32(7 SMX),0,0,0,0,4096,172.8,GDDR5,256,0,11.0,4.6,0,0,0,24.96,87.36,2096.64,105,0,0,0,0,0,0,0,0,1.2,0,87.36,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,"9.5"" Card",0,3.0,0,0,0,0,0,0,0.0,0,780.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Kepler,0,0,0,PCIe 3.0 x16,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2x GK104,2x 1536,0,0,0,0,0,0,GK104
Quadro K4200,2014-07-22,GK104,28,0,0,PCIe 2.0 x16,780,1350(5400),1344:112:32(7 SMX),0,0,0,0,4096,172.8,GDDR5,256,0,11.0,4.6,0,0,0,24.96,87.36,2096.64,105,0,0,0,0,0,0,0,0,1.2,0,87.36,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,"9.5"" Card",0,3.0,0,0,0,0,0,0,0.0,0,780.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Kepler,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,4577,190.7,0,0,0,0,2× GK104,0,3072,745,?,No,3.0,0,GK104
Quadro K5200,2014-07-22,GK110B,28,0,0,PCIe 3.0 x16,650,1500(6000),2304:192:32(12 SMX),0,0,0,0,8192,192.0,GDDR5,256,0,11.0,4.6,0,0,0,20.8,124.8,2995.2,150,0,0,0,0,0,0,0,0,1.2,0,124.8,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,"10.5"" Card",0,3.5,0,0,0,0,0,0,0.0,0,650.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Kepler,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,"4,291–5,040","1,430–1,680",0,0,0,0,1× GK110B,0,2880,745,875,No,3.5,0,GK110B
Quadro M2000,2016-04-08,GM206-875-A1,28,0,0,PCIe 3.0 x16,796,1653(6612),768:48:32:6,0,0,0,0,4,105.8,GDDR5,128,0,12.1,4.6,0,0,0,37.8,56.6,1812.5,75,0,0,0,0,0,0,0,0,1.3,1.2,56.6,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,Four DisplayPort 1.2a,0,5.2,0,0,0,0,0,0,0.0,0,1163.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quadro M4000,2015-06-29,GM204-850-A1,28,0,0,PCIe 3.0 x16,773,1503(6012),1664:104:64:13,0,0,0,0,8,192.4,GDDR5,256,0,12.1,4.6,0,0,0,51.2,83.2,2662.4,120,0,0,0,0,0,0,0,0,1.3,1.2,83.2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,Four DisplayPort 1.2a,0,5.2,0,0,0,0,0,0,0.0,0,773.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quadro M5000,2015-06-29,GM204-875-A1,28,0,0,PCIe 3.0 x16,861,1653(6612),2048:128:64:16,0,0,0,0,8,211.6,GDDR5,256,0,12.1,4.6,0,0,0,67.2,134.4,4300.8,150,0,0,0,0,0,0,0,0,1.3,1.2,134.4,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,"Four DisplayPort 1.2a, One DVI-I",0,5.2,0,0,0,0,0,0,0.0,0,1038.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quadro M6000,2015-03-21,GM200GLGM200-880-A1,28,0,0,PCIe 3.0 x16,988,1653(6612),3072:192:96:24,0,0,0,0,1224,317.0,GDDR5,384,0,12.1,4.6,0,0,0,94.8,189.7,6070.0,250,0,0,0,0,0,0,0,0,1.3,1.2,190.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,"Four DisplayPort 1.2a, One DVI-I",0,5.2,0,0,0,0,0,0,0.0,0,1114.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quadro P400,2017-02-07,GP107-825,14,0,0,PCIe 3.0 x16,1228,1003(4012),256:16:16:2,0,0,0,0,2,32,GDDR5,64,0,12.1,4.6,0,0,0,17.1,17.1,641,30,0,0,0,0,0,0,0,0,1.3,1.2,20.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,Three Mini-DisplayPort 1.4,0,6.1,0,0,0,0,0,0,0.0,0,0.0,1252.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quadro P600,2017-02-07,GP107-850,14,0,0,PCIe 3.0 x16,1329,1003(4012),384:24:16:3,0,0,0,0,2,64,GDDR5,128,0,12.1,4.6,0,0,0,21.7,32.5,1195,40,0,0,0,0,0,0,0,0,1.3,1.2,37.3,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,Four Mini-DisplayPort 1.4,0,6.1,0,0,0,0,0,0,0.0,0,0.0,1557.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quadro P620,2018-02-01,GP107-855,14,0,0,PCIe 3.0 x16,1266,1003(4012),512:32:16:4,0,0,0,0,2,64,GDDR5,128,0,12.1,4.6,0,0,0,23.3,46.6,1490,40,0,0,0,0,0,0,0,0,1.3,1.2,46.6,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,Four Mini-DisplayPort 1.4,0,6.1,0,0,0,0,0,0,0.0,0,0.0,1354.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quadro P1000,2017-02-07,GP107-860,14,0,0,PCIe 3.0 x16,1266,1752(7008),640:40:32:5,0,0,0,0,4,82,GDDR5,128,0,12.1,4.6,0,0,0,43.3,54.2,1894,47,0,0,0,0,0,0,0,0,1.3,1.2,59.2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,Four Mini-DisplayPort 1.4,0,6.1,0,0,0,0,0,0,0.0,0,0.0,1481.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quadro P2000,2017-02-06,GP106-875,16,0,0,PCIe 3.0 x16,1076,2002(8008),1024:64:40:8,0,0,0,0,5,140,GDDR5,160,0,12.1,4.6,0,0,0,54.8,87.7,3010,75,0,0,0,0,0,0,0,0,1.3,1.2,93.8,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,Four DisplayPort 1.4,0,6.1,0,0,0,0,0,0,0.0,0,0.0,1480.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quadro P2200,2019-06-10,GP106-880-K1-A1,16,0,0,PCIe 3.0 x16,1000,1251 (10008),1280:80:40:9,0,0,0,0,5,200,GDDR5X,160,0,12.1,4.6,0,0,0,59.7,119.4,3822,75,0,0,0,0,0,0,0,0,1.3,1.2,121.3,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,Four DisplayPort 1.4,0,6.1,0,0,0,0,0,0,0.0,0,0.0,1493.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quadro P4000,2017-02-06,GP104-850-A1,16,0,0,PCIe 3.0 x16,1202,1901(7604),1792:112:64:14,0,0,0,0,8,243,GDDR5,256,0,12.1,4.6,0,0,0,78.5,137.4,5300,105,0,0,0,0,0,0,0,0,1.3,1.2,165.6,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,Four DisplayPort 1.4,0,6.1,0,0,0,0,0,0,0.0,0,0.0,1480.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quadro P5000,2016-10-01,GP104-875-A1,16,0,0,PCIe 3.0 x16,1607,1126(9008),2560:160:64:20,0,0,0,0,16,288,GDDR5X,256,0,12.1,4.6,0,0,0,102.8,257.1,8873,180,0,0,0,0,0,0,0,0,1.3,1.2,277.3,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,"Four DisplayPort 1.4, One DVI-D",0,6.1,0,0,0,0,0,0,0.0,0,0.0,1733.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quadro P6000,2016-10-01,GP102-875-A1,16,0,0,PCIe 3.0 x16,1506,1126(9008),3840:240:96:30,0,0,0,0,24,432,GDDR5X,384,0,12.1,4.6,0,0,0,136.0,340.0,10882 (11758),250,0,0,0,0,0,0,0,0,1.3,1.2,~340,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,"Four DisplayPort 1.4, One DVI-D",0,6.1,0,0,0,0,0,0,0.0,0,0.0,1645.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quadro GP100,2016-10-01,GP100-876-A1,16,0,0,PCIe 3.0 x16,1304,703 (1406),3584:224:128:56,0,0,0,0,16,720,HBM2,4096,0,12.1,4.6,0,0,0,184.7,323.0,10336,235,0,0,0,0,0,0,0,0,1.3,1.2,5168,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,NVLINK support,0,6.0,0,0,0,0,0,0,0.0,0,0.0,1442.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quadro GV100,2018-03-27,GV100-875-A1,12,0,0,PCIe 3.0 x16,1132,848 (1696),5120:320:128:80:640,0,0,0,0,32,870,HBM2,4096,0,12.1,4.6,0,0,0,208.4,521,14800,250,0,0,0,0,0,0,0,0,1.3,3.0,7400,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,"4x DisplayPort, NVLINK support",0,7.0,0,0,0,0,0,0,0.0,0,0.0,1627.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NVIDIA T400,1995-01-01,TU117,TSMC12FFN,0,0,PCIe 3.0 x16,420,0,384:24:16:6,0,0,0,0,24,80,GDDR6,64,0,12.1,4.6,0,0,0,22.8,34.2,1090,30,0,0,0,0,0,0,0,0,1.3,3.0,34.1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,3x Mini-DisplayPort,0,7.5,0,0,0,0,0,0,0.0,0,0.0,1425.0,10000.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Turing,TU117(N18S-LP-A1)(N18S-G5-A1),200,896:56:32:14,PCIe 4.0×4,1.0,720(LP)1395,930(LP)1575,7000,2.0,56,GDDR5,64.0,23.04(50.40),40.32(88.20),1290(2822),40.32(88.20),2581(5645),—,—,—,0,0,0,0,0,0,0,GeForce MX450,TU117
NVIDIA T400,1995-01-01,TU117,TSMC12FFN,0,0,PCIe 3.0 x16,420,0,384:24:16:6,0,0,0,0,24,80,GDDR6,64,0,12.1,4.6,0,0,0,22.8,34.2,1090,30,0,0,0,0,0,0,0,0,1.3,3.0,34.1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,3x Mini-DisplayPort,0,7.5,0,0,0,0,0,0,0.0,0,0.0,1425.0,10000.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Turing,TU117(N18S-LP-A1)(N18S-G5-A1),200,896:56:32:14,PCIe 4.0×4,1.0,720(LP)1395,930(LP)1575,10000,2.0,80,GDDR6,64.0,23.04(50.40),40.32(88.20),1290(2822),40.32(88.20),2581(5645),—,—,—,0,0,0,0,0,0,0,GeForce MX450,TU117
NVIDIA T600,1995-01-01,TU117-850-A1,TSMC12FFN,0,0,PCIe 3.0 x16,735,0,640:40:32:10,0,0,0,0,4,160,GDDR6,128,0,12.1,4.6,0,0,0,42.7,53.4,1700,40,0,0,0,0,0,0,0,0,1.3,3.0,53.1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,4x Mini-DisplayPort,0,7.5,0,0,0,0,0,0,0.0,0,0.0,1335.0,10000.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
